Type,Month,Year,Area,Sales,Dollar Volume,Average Price,Median Price,New Listings,SNLR Trend,Active Listings,Mos Inv (Trend),Avg. SP/LP,Avg. LDOM,Avg. PDOM
ALL HOME TYPES,9,2023,Toronto C11,34,"$42,676,500 ","$1,255,191 ","$640,000 ",95,49.30%,109,2.4,99%,22,29
ALL HOME TYPES,9,2023,Toronto C12,19,"$64,980,000 ","$3,420,000 ","$3,700,000 ",85,33.90%,140,6,101%,20,39
ALL HOME TYPES,9,2023,Toronto C13,37,"$38,470,244 ","$1,039,736 ","$835,000 ",146,50.60%,166,2.2,100%,22,26
ALL HOME TYPES,9,2023,Toronto C14,57,"$59,223,588 ","$1,039,010 ","$808,000 ",227,48.70%,290,2.5,98%,28,36
ALL HOME TYPES,9,2023,Toronto C15,78,"$71,930,800 ","$922,190 ","$761,000 ",268,51.00%,321,2.1,102%,19,25
ALL HOME TYPES,9,2023,Toronto Central,807,"$949,043,814 ","$1,176,015 ","$820,000 ","3,507",43.50%,"4,424",2.9,100%,23,33
ALL HOME TYPES,9,2023,Toronto E01,49,"$59,183,708 ","$1,207,831 ","$1,100,000 ",177,53.40%,132,1.4,104%,11,19
ALL HOME TYPES,9,2023,Toronto E02,37,"$44,762,918 ","$1,209,809 ","$1,200,000 ",107,55.10%,87,1.6,104%,15,29
ALL HOME TYPES,9,2023,Toronto E03,48,"$56,199,500 ","$1,170,823 ","$1,135,000 ",156,53.30%,140,1.6,104%,18,24
ALL HOME TYPES,9,2023,Toronto E04,70,"$66,308,193 ","$947,260 ","$945,500 ",174,57.30%,151,1.6,104%,15,22
ALL HOME TYPES,9,2023,Toronto E05,36,"$34,601,900 ","$961,164 ","$803,000 ",107,57.30%,140,1.7,102%,19,22
ALL HOME TYPES,9,2023,Toronto E06,27,"$29,826,900 ","$1,104,700 ","$950,000 ",87,48.80%,93,2.1,100%,12,18
ALL HOME TYPES,9,2023,Toronto E07,40,"$32,989,288 ","$824,732 ","$705,000 ",89,61.20%,96,1.6,104%,20,28
ALL HOME TYPES,9,2023,Toronto E08,32,"$29,958,001 ","$936,188 ","$906,200 ",106,50.30%,124,2.3,102%,22,26
ALL HOME TYPES,9,2023,Toronto E09,40,"$32,743,388 ","$818,585 ","$745,000 ",130,57.00%,137,1.5,104%,19,24
ALL HOME TYPES,9,2023,Toronto E10,28,"$27,318,888 ","$975,675 ","$1,067,500 ",96,54.50%,109,1.8,100%,20,32
ALL HOME TYPES,9,2023,Toronto E11,33,"$26,537,400 ","$804,164 ","$795,000 ",116,50.40%,123,1.9,101%,26,35
ALL HOME TYPES,9,2023,Toronto East,440,"$440,430,084 ","$1,000,977 ","$957,500 ","1,345",54.70%,"1,332",1.7,103%,18,25
ALL HOME TYPES,9,2023,Toronto W01,29,"$43,537,000 ","$1,501,276 ","$1,350,000 ",102,47.70%,107,2.3,103%,19,23
ALL HOME TYPES,9,2023,Toronto W02,60,"$85,700,407 ","$1,428,340 ","$1,356,250 ",182,51.30%,158,1.9,103%,11,15
ALL HOME TYPES,9,2023,Toronto W03,33,"$32,790,888 ","$993,663 ","$950,000 ",135,47.40%,131,2.2,100%,19,39
ALL HOME TYPES,9,2023,Toronto W04,48,"$37,355,087 ","$778,231 ","$732,000 ",188,45.90%,221,2.6,101%,18,29
ALL HOME TYPES,9,2023,Toronto W05,64,"$55,838,358 ","$872,474 ","$872,500 ",170,52.10%,239,2.5,101%,24,37
ALL HOME TYPES,9,2023,Toronto W06,89,"$89,835,512 ","$1,009,388 ","$899,000 ",280,46.00%,322,2.6,100%,21,35
ALL HOME TYPES,9,2023,Toronto W07,21,"$34,134,270 ","$1,625,441 ","$1,450,000 ",69,50.30%,62,2.1,99%,18,25
ALL HOME TYPES,9,2023,Toronto W08,98,"$134,666,099 ","$1,374,144 ","$1,120,000 ",379,50.70%,387,2.3,99%,19,27
ALL HOME TYPES,9,2023,Toronto W09,19,"$20,010,925 ","$1,053,207 ","$865,800 ",81,52.30%,89,2.3,104%,12,12
ALL HOME TYPES,9,2023,Toronto W10,36,"$28,981,999 ","$805,056 ","$845,500 ",79,52.80%,108,2.3,99%,24,37
ALL HOME TYPES,9,2023,Toronto West,497,"$562,850,545 ","$1,132,496 ","$950,000 ","1,665",49.30%,"1,824",2.4,101%,19,29
ALL HOME TYPES,9,2023,Uxbridge,19,"$25,168,257 ","$1,324,645 ","$1,050,000 ",56,50.90%,69,2.3,99%,17,22
ALL HOME TYPES,9,2023,Vaughan,182,"$233,255,533 ","$1,281,624 ","$1,188,000 ",728,47.00%,936,2.4,100%,23,34
ALL HOME TYPES,9,2023,Whitby,124,"$124,465,084 ","$1,003,751 ","$957,000 ",341,55.70%,301,1.3,101%,16,23
ALL HOME TYPES,9,2023,York Region,795,"$1,057,855,324 ","$1,330,636 ","$1,230,000 ","2,826",49.70%,"3,373",2.2,101%,21,31
ALL HOME TYPES,10,2023,Adjala-Tosorontio,4,"$3,695,000 ","$923,750 ","$997,500 ",28,39.40%,66,4.9,93%,46,56
ALL HOME TYPES,10,2023,Ajax,81,"$77,183,609 ","$952,884 ","$890,000 ",246,55.20%,220,1.4,102%,13,20
ALL HOME TYPES,10,2023,All TRREB Areas,"4,646","$5,231,059,409 ","$1,125,928 ","$959,500 ","14,397",47.30%,"19,540",2.4,99%,21,32
ALL HOME TYPES,10,2023,Aurora,41,"$56,877,500 ","$1,387,256 ","$1,160,000 ",158,54.10%,205,1.8,98%,18,27
ALL HOME TYPES,10,2023,Bradford,28,"$31,674,400 ","$1,131,229 ","$1,100,000 ",122,40.40%,181,2.8,98%,29,37
ALL HOME TYPES,10,2023,Brampton,338,"$337,816,746 ","$999,458 ","$935,000 ","1,066",44.60%,"1,437",2.2,98%,21,38
ALL HOME TYPES,10,2023,Brock,14,"$10,064,700 ","$718,907 ","$626,000 ",36,43.70%,52,3.3,98%,23,30
ALL HOME TYPES,10,2023,Burlington,137,"$156,291,749 ","$1,140,816 ","$1,050,000 ",419,56.70%,563,2,97%,26,35
ALL HOME TYPES,10,2023,Caledon,51,"$71,499,500 ","$1,401,951 ","$1,300,000 ",205,36.50%,358,3.9,97%,24,42
ALL HOME TYPES,10,2023,City of Toronto,"1,836","$2,070,338,658 ","$1,127,635 ","$881,833 ","5,669",45.80%,"7,907",2.6,100%,21,32
ALL HOME TYPES,10,2023,Clarington,101,"$92,337,490 ","$914,233 ","$815,000 ",280,55.80%,277,1.5,100%,15,23
ALL HOME TYPES,10,2023,Dufferin County,22,"$17,958,400 ","$816,291 ","$765,000 ",74,54.70%,99,1.9,98%,17,21
ALL HOME TYPES,10,2023,Durham Region,588,"$547,749,967 ","$931,548 ","$850,500 ","1,761",52.40%,"1,770",1.6,101%,17,26
ALL HOME TYPES,10,2023,East Gwillimbury,26,"$31,173,675 ","$1,198,988 ","$1,121,400 ",124,42.40%,173,2.8,99%,23,36
ALL HOME TYPES,10,2023,Essa,15,"$11,864,000 ","$790,933 ","$707,500 ",49,51.60%,73,2.3,97%,33,53
ALL HOME TYPES,10,2023,Georgina,36,"$30,756,000 ","$854,333 ","$767,500 ",152,43.30%,243,2.9,96%,26,34
ALL HOME TYPES,10,2023,Halton Hills,42,"$48,145,900 ","$1,146,331 ","$1,005,000 ",141,48.90%,218,2.3,97%,24,31
ALL HOME TYPES,10,2023,Halton Region,425,"$509,682,862 ","$1,199,254 ","$1,100,000 ","1,341",51.20%,"1,933",2.2,98%,24,36
ALL HOME TYPES,10,2023,Innisfil,35,"$36,380,375 ","$1,039,439 ","$770,000 ",179,32.40%,311,4.6,98%,28,44
ALL HOME TYPES,10,2023,King,21,"$39,635,250 ","$1,887,393 ","$2,057,250 ",80,35.30%,154,5,92%,24,39
ALL HOME TYPES,10,2023,Markham,239,"$318,628,992 ","$1,333,176 ","$1,299,000 ",574,53.80%,681,1.8,102%,17,27
ALL HOME TYPES,10,2023,Milton,106,"$109,839,911 ","$1,036,226 ","$970,000 ",298,51.10%,402,1.8,98%,23,37
ALL HOME TYPES,10,2023,Mississauga,418,"$462,418,014 ","$1,106,263 ","$970,000 ","1,222",47.80%,"1,734",2.3,98%,21,32
ALL HOME TYPES,10,2023,New Tecumseth,38,"$33,365,999 ","$878,053 ","$834,250 ",104,48.60%,192,2.9,97%,31,44
ALL HOME TYPES,10,2023,Newmarket,56,"$64,698,959 ","$1,155,339 ","$1,077,500 ",182,51.20%,240,1.8,98%,24,32
ALL HOME TYPES,10,2023,Oakville,140,"$195,405,302 ","$1,395,752 ","$1,338,500 ",483,47.50%,750,2.6,100%,23,37
ALL HOME TYPES,10,2023,Orangeville,22,"$17,958,400 ","$816,291 ","$765,000 ",74,54.70%,99,1.9,98%,17,21
ALL HOME TYPES,10,2023,Oshawa,143,"$114,978,787 ","$804,047 ","$755,000 ",462,50.70%,458,1.6,101%,19,28
ALL HOME TYPES,10,2023,Peel Region,807,"$871,734,260 ","$1,080,216 ","$970,000 ","2,493",45.50%,"3,529",2.4,98%,22,35
ALL HOME TYPES,10,2023,Pickering,91,"$85,471,073 ","$939,243 ","$875,000 ",289,50.20%,297,1.7,100%,19,28
ALL HOME TYPES,10,2023,Richmond Hill,155,"$209,965,018 ","$1,354,613 ","$1,257,000 ",500,45.50%,644,2.5,100%,22,33
ALL HOME TYPES,10,2023,Scugog,19,"$18,035,999 ","$949,263 ","$870,000 ",47,51.70%,62,2.2,97%,20,31
ALL HOME TYPES,10,2023,Simcoe County,120,"$116,979,774 ","$974,831 ","$852,000 ",482,40.20%,823,3.4,97%,30,44
ALL HOME TYPES,10,2023,Stouffville,49,"$66,022,490 ","$1,347,398 ","$1,225,000 ",114,47.80%,178,2.6,96%,23,31
ALL HOME TYPES,10,2023,Toronto C01,232,"$197,334,647 ","$850,580 ","$722,250 ",959,39.60%,"1,466",3.4,99%,22,35
ALL HOME TYPES,10,2023,Toronto C02,64,"$115,808,956 ","$1,809,515 ","$1,440,000 ",200,37.10%,323,4,96%,19,33
ALL HOME TYPES,10,2023,Toronto C03,23,"$77,721,580 ","$3,379,199 ","$2,050,000 ",118,41.30%,148,3,95%,20,33
ALL HOME TYPES,10,2023,Toronto C04,48,"$100,955,700 ","$2,103,244 ","$1,882,500 ",132,48.60%,166,2.3,97%,15,23
ALL HOME TYPES,10,2023,Toronto C06,23,"$25,180,500 ","$1,094,804 ","$1,140,000 ",70,41.50%,108,3.2,98%,20,31
ALL HOME TYPES,10,2023,Toronto C07,45,"$51,739,888 ","$1,149,775 ","$855,000 ",153,46.70%,263,2.6,97%,21,30
ALL HOME TYPES,10,2023,Toronto C08,122,"$93,641,619 ","$767,554 ","$668,500 ",552,35.90%,813,3.7,100%,22,41
ALL HOME TYPES,10,2023,Toronto C09,27,"$82,353,000 ","$3,050,111 ","$2,460,000 ",56,52.20%,72,2.3,99%,18,25
ALL HOME TYPES,10,2023,Toronto C10,41,"$43,835,399 ","$1,069,156 ","$900,000 ",183,44.80%,222,2.5,99%,19,31
ALL HOME TYPES,10,2023,Toronto C11,30,"$33,857,350 ","$1,128,578 ","$637,500 ",80,48.10%,109,2.5,98%,21,30
ALL HOME TYPES,10,2023,Toronto C12,10,"$47,405,000 ","$4,740,500 ","$3,059,000 ",65,32.90%,154,6.2,94%,49,74
ALL HOME TYPES,10,2023,Toronto C13,40,"$39,682,101 ","$992,053 ","$723,000 ",111,48.50%,170,2.4,98%,31,46
ALL HOME TYPES,10,2023,Toronto C14,60,"$64,937,876 ","$1,082,298 ","$752,500 ",197,47.30%,308,2.6,98%,28,40
ALL HOME TYPES,10,2023,Toronto C15,81,"$79,668,704 ","$983,564 ","$770,000 ",224,49.70%,332,2.2,100%,21,27
ALL HOME TYPES,10,2023,Toronto Central,846,"$1,054,122,320 ","$1,246,007 ","$805,000 ","3,100",41.90%,"4,654",3.1,98%,22,34
ALL HOME TYPES,10,2023,Toronto E01,60,"$70,301,130 ","$1,171,686 ","$1,109,000 ",156,51.20%,132,1.5,108%,13,15
ALL HOME TYPES,10,2023,Toronto E02,44,"$59,418,245 ","$1,350,415 ","$1,187,000 ",135,51.50%,110,1.6,101%,13,19
ALL HOME TYPES,10,2023,Toronto E03,72,"$79,413,461 ","$1,102,965 ","$1,060,643 ",138,52.70%,128,1.6,106%,17,22
ALL HOME TYPES,10,2023,Toronto E04,57,"$53,136,287 ","$932,216 ","$925,000 ",116,56.40%,148,1.7,102%,16,25
ALL HOME TYPES,10,2023,Toronto E05,44,"$38,534,600 ","$875,786 ","$755,000 ",104,56.20%,149,1.8,101%,19,30
ALL HOME TYPES,10,2023,Toronto E06,29,"$30,534,409 ","$1,052,911 ","$935,000 ",79,46.30%,90,2.2,100%,16,30
ALL HOME TYPES,10,2023,Toronto E07,28,"$26,912,956 ","$961,177 ","$995,944 ",90,58.90%,113,1.7,102%,21,30
ALL HOME TYPES,10,2023,Toronto E08,33,"$35,093,000 ","$1,063,424 ","$985,000 ",94,49.00%,130,2.3,99%,25,38
ALL HOME TYPES,10,2023,Toronto E09,55,"$46,085,019 ","$837,909 ","$897,000 ",122,55.50%,133,1.6,103%,16,22
ALL HOME TYPES,10,2023,Toronto E10,32,"$31,788,775 ","$993,399 ","$975,000 ",89,51.60%,112,1.9,99%,19,30
ALL HOME TYPES,10,2023,Toronto E11,38,"$32,313,888 ","$850,365 ","$862,500 ",90,50.20%,124,1.9,103%,20,35
ALL HOME TYPES,10,2023,Toronto East,492,"$503,531,770 ","$1,023,439 ","$960,000 ","1,213",53.00%,"1,369",1.8,103%,17,25
ALL HOME TYPES,10,2023,Toronto W01,33,"$39,660,316 ","$1,201,828 ","$950,000 ",107,46.50%,133,2.4,102%,18,27
ALL HOME TYPES,10,2023,Toronto W02,58,"$77,992,227 ","$1,344,694 ","$1,249,500 ",144,49.60%,160,1.9,103%,14,22
ALL HOME TYPES,10,2023,Toronto W03,36,"$33,594,300 ","$933,175 ","$909,000 ",108,45.10%,134,2.3,98%,15,28
ALL HOME TYPES,10,2023,Toronto W04,58,"$51,972,674 ","$896,081 ","$782,450 ",126,45.80%,200,2.7,98%,29,42
ALL HOME TYPES,10,2023,Toronto W05,51,"$40,019,001 ","$784,686 ","$860,000 ",143,51.20%,242,2.6,101%,28,36
ALL HOME TYPES,10,2023,Toronto W06,79,"$83,441,807 ","$1,056,225 ","$850,000 ",246,44.80%,351,2.7,111%,29,39
ALL HOME TYPES,10,2023,Toronto W07,16,"$21,614,300 ","$1,350,894 ","$1,200,000 ",51,49.60%,67,2.2,102%,19,34
ALL HOME TYPES,10,2023,Toronto W08,96,"$100,451,910 ","$1,046,374 ","$759,500 ",300,48.40%,410,2.4,98%,21,31
ALL HOME TYPES,10,2023,Toronto W09,30,"$30,302,033 ","$1,010,068 ","$965,000 ",63,51.80%,91,2.4,98%,20,27
ALL HOME TYPES,10,2023,Toronto W10,41,"$33,636,000 ","$820,390 ","$860,000 ",68,54.40%,96,2.2,100%,24,40
ALL HOME TYPES,10,2023,Toronto West,498,"$512,684,568 ","$1,029,487 ","$893,000 ","1,356",48.10%,"1,884",2.4,102%,22,33
ALL HOME TYPES,10,2023,Uxbridge,19,"$26,405,500 ","$1,389,763 ","$1,150,000 ",48,51.50%,69,2.3,98%,21,29
ALL HOME TYPES,10,2023,Vaughan,225,"$278,857,604 ","$1,239,367 ","$1,155,000 ",693,45.90%,961,2.5,99%,22,41
ALL HOME TYPES,10,2023,Whitby,120,"$123,272,809 ","$1,027,273 ","$970,000 ",353,52.90%,335,1.4,101%,17,28
ALL HOME TYPES,10,2023,York Region,848,"$1,096,615,488 ","$1,293,179 ","$1,209,000 ","2,577",47.90%,"3,479",2.3,99%,21,33
ALL HOME TYPES,11,2023,Adjala-Tosorontio,5,"$6,185,000 ","$1,237,000 ","$1,200,000 ",16,38.90%,55,5.1,94%,24,30
ALL HOME TYPES,11,2023,Ajax,64,"$63,293,200 ","$988,956 ","$912,500 ",186,53.10%,199,1.4,99%,17,30
ALL HOME TYPES,11,2023,All TRREB Areas,"4,236","$4,584,110,363 ","$1,082,179 ","$927,950 ","10,545",46.20%,"16,759",2.4,98%,25,39
ALL HOME TYPES,11,2023,Aurora,64,"$89,966,576 ","$1,405,728 ","$1,191,500 ",110,53.70%,166,1.9,96%,34,53
ALL HOME TYPES,11,2023,Bradford,28,"$34,469,400 ","$1,231,050 ","$1,077,500 ",84,38.40%,138,3,95%,20,33
ALL HOME TYPES,11,2023,Brampton,302,"$302,749,686 ","$1,002,482 ","$950,500 ",811,44.40%,"1,235",2.3,98%,24,40
ALL HOME TYPES,11,2023,Brock,10,"$7,654,900 ","$765,490 ","$685,950 ",27,44.00%,46,3.3,94%,19,38
ALL HOME TYPES,11,2023,Burlington,146,"$149,295,100 ","$1,022,569 ","$912,500 ",278,56.50%,455,2,96%,28,40
ALL HOME TYPES,11,2023,Caledon,49,"$73,801,000 ","$1,506,143 ","$1,215,000 ",147,36.20%,286,4,94%,28,44
ALL HOME TYPES,11,2023,City of Toronto,"1,607","$1,689,245,800 ","$1,051,180 ","$850,000 ","4,184",44.90%,"6,998",2.7,98%,25,39
ALL HOME TYPES,11,2023,Clarington,93,"$77,347,680 ","$831,695 ","$780,000 ",220,55.10%,213,1.5,99%,20,34
ALL HOME TYPES,11,2023,Dufferin County,37,"$29,029,399 ","$784,578 ","$745,000 ",72,54.30%,76,1.9,97%,31,42
ALL HOME TYPES,11,2023,Durham Region,540,"$476,882,136 ","$883,115 ","$835,000 ","1,262",51.40%,"1,453",1.7,99%,19,33
ALL HOME TYPES,11,2023,East Gwillimbury,36,"$38,577,089 ","$1,071,586 ","$967,500 ",68,42.60%,127,2.8,96%,29,43
ALL HOME TYPES,11,2023,Essa,14,"$11,361,550 ","$811,539 ","$708,075 ",41,49.70%,62,2.4,95%,31,41
ALL HOME TYPES,11,2023,Georgina,30,"$25,599,812 ","$853,327 ","$796,500 ",108,41.60%,202,3.1,97%,29,46
ALL HOME TYPES,11,2023,Halton Hills,46,"$49,616,732 ","$1,078,625 ","$1,017,500 ",84,49.10%,163,2.4,96%,32,51
ALL HOME TYPES,11,2023,Halton Region,428,"$517,430,493 ","$1,208,950 ","$1,015,000 ",943,50.50%,"1,578",2.2,96%,28,45
ALL HOME TYPES,11,2023,Innisfil,29,"$25,175,100 ","$868,107 ","$882,000 ",141,31.90%,280,4.7,95%,37,53
ALL HOME TYPES,11,2023,King,19,"$31,964,000 ","$1,682,316 ","$1,590,000 ",45,34.70%,129,5.2,92%,24,39
ALL HOME TYPES,11,2023,Markham,207,"$279,564,855 ","$1,350,555 ","$1,293,888 ",392,53.50%,573,1.8,99%,22,35
ALL HOME TYPES,11,2023,Milton,99,"$103,153,000 ","$1,041,949 ","$965,000 ",219,50.20%,316,1.9,97%,24,41
ALL HOME TYPES,11,2023,Mississauga,377,"$374,493,760 ","$993,352 ","$910,000 ",912,46.80%,"1,480",2.4,96%,26,42
ALL HOME TYPES,11,2023,New Tecumseth,26,"$21,713,300 ","$835,127 ","$798,900 ",84,46.80%,158,3,98%,35,40
ALL HOME TYPES,11,2023,Newmarket,56,"$59,903,400 ","$1,069,704 ","$970,000 ",147,48.80%,210,2,99%,26,41
ALL HOME TYPES,11,2023,Oakville,137,"$215,365,661 ","$1,572,012 ","$1,369,900 ",362,46.40%,644,2.7,97%,29,50
ALL HOME TYPES,11,2023,Orangeville,37,"$29,029,399 ","$784,578 ","$745,000 ",72,54.40%,76,1.9,97%,31,42
ALL HOME TYPES,11,2023,Oshawa,158,"$119,436,277 ","$755,926 ","$722,500 ",377,49.60%,385,1.7,99%,19,31
ALL HOME TYPES,11,2023,Peel Region,728,"$751,044,446 ","$1,031,654 ","$950,000 ","1,870",44.80%,"3,001",2.5,97%,26,42
ALL HOME TYPES,11,2023,Pickering,82,"$77,418,700 ","$944,130 ","$860,000 ",173,49.90%,248,1.8,100%,18,34
ALL HOME TYPES,11,2023,Richmond Hill,139,"$185,770,876 ","$1,336,481 ","$1,252,000 ",346,44.70%,537,2.6,98%,22,37
ALL HOME TYPES,11,2023,Scugog,11,"$12,303,000 ","$1,118,455 ","$963,000 ",30,51.90%,63,2.3,93%,24,43
ALL HOME TYPES,11,2023,Simcoe County,102,"$98,904,350 ","$969,650 ","$881,000 ",366,35.10%,693,3.6,95%,30,41
ALL HOME TYPES,11,2023,Stouffville,38,"$49,818,075 ","$1,311,002 ","$1,230,000 ",92,46.40%,151,2.7,98%,21,36
ALL HOME TYPES,11,2023,Toronto C01,210,"$180,628,067 ","$860,134 ","$710,000 ",651,38.80%,"1,313",3.5,99%,26,43
ALL HOME TYPES,11,2023,Toronto C02,45,"$66,909,818 ","$1,486,885 ","$1,175,000 ",144,37.20%,300,4.1,96%,36,51
ALL HOME TYPES,11,2023,Toronto C03,32,"$42,311,899 ","$1,322,247 ","$1,172,500 ",90,39.70%,129,3.1,97%,21,38
ALL HOME TYPES,11,2023,Toronto C04,38,"$73,068,600 ","$1,922,858 ","$1,715,000 ",89,48.60%,131,2.3,96%,22,33
ALL HOME TYPES,11,2023,Toronto C06,20,"$22,084,990 ","$1,104,250 ","$968,750 ",56,40.90%,98,3.3,96%,27,41
ALL HOME TYPES,11,2023,Toronto C07,60,"$67,516,318 ","$1,125,272 ","$920,000 ",133,46.40%,224,2.7,98%,26,44
ALL HOME TYPES,11,2023,Toronto C08,109,"$84,564,503 ","$775,821 ","$669,000 ",379,34.70%,763,3.9,98%,29,50
ALL HOME TYPES,11,2023,Toronto C09,12,"$31,928,000 ","$2,660,667 ","$1,475,000 ",35,49.30%,65,2.6,94%,33,52
ALL HOME TYPES,11,2023,Toronto C10,42,"$44,790,300 ","$1,066,436 ","$737,500 ",114,43.90%,192,2.7,97%,22,47
ALL HOME TYPES,11,2023,Toronto C11,25,"$37,797,061 ","$1,511,882 ","$1,260,000 ",57,48.20%,100,2.5,96%,20,29
ALL HOME TYPES,11,2023,Toronto C12,17,"$70,205,000 ","$4,129,706 ","$3,900,000 ",46,33.10%,115,6.2,94%,38,69
ALL HOME TYPES,11,2023,Toronto C13,37,"$43,593,800 ","$1,178,211 ","$965,000 ",91,47.60%,145,2.5,97%,30,43
ALL HOME TYPES,11,2023,Toronto C14,61,"$61,723,515 ","$1,011,861 ","$790,000 ",139,46.50%,273,2.7,97%,25,35
ALL HOME TYPES,11,2023,Toronto C15,71,"$63,308,848 ","$891,674 ","$649,900 ",181,47.90%,296,2.4,97%,30,39
ALL HOME TYPES,11,2023,Toronto Central,779,"$890,430,719 ","$1,143,043 ","$782,000 ","2,205",41.00%,"4,144",3.2,97%,27,43
ALL HOME TYPES,11,2023,Toronto E01,53,"$59,896,900 ","$1,130,130 ","$1,035,000 ",113,50.30%,103,1.5,104%,14,29
ALL HOME TYPES,11,2023,Toronto E02,41,"$55,608,096 ","$1,356,295 ","$1,250,000 ",61,51.50%,71,1.6,99%,18,31
ALL HOME TYPES,11,2023,Toronto E03,35,"$33,179,688 ","$947,991 ","$935,000 ",80,52.50%,96,1.6,104%,18,26
ALL HOME TYPES,11,2023,Toronto E04,50,"$43,900,100 ","$878,002 ","$902,393 ",107,55.10%,132,1.7,100%,26,37
ALL HOME TYPES,11,2023,Toronto E05,44,"$43,056,665 ","$978,561 ","$949,750 ",88,55.20%,126,1.9,100%,24,32
ALL HOME TYPES,11,2023,Toronto E06,24,"$25,346,499 ","$1,056,104 ","$889,000 ",66,44.60%,81,2.4,100%,18,28
ALL HOME TYPES,11,2023,Toronto E07,35,"$30,964,688 ","$884,705 ","$850,000 ",94,57.90%,118,1.7,101%,21,28
ALL HOME TYPES,11,2023,Toronto E08,32,"$25,375,313 ","$792,979 ","$816,000 ",70,47.20%,120,2.5,98%,27,45
ALL HOME TYPES,11,2023,Toronto E09,44,"$37,030,499 ","$841,602 ","$890,000 ",84,54.80%,122,1.6,100%,24,36
ALL HOME TYPES,11,2023,Toronto E10,26,"$23,930,499 ","$920,404 ","$920,000 ",73,49.60%,94,2.1,100%,25,35
ALL HOME TYPES,11,2023,Toronto E11,31,"$24,881,238 ","$802,621 ","$800,000 ",75,48.20%,96,2,99%,20,39
ALL HOME TYPES,11,2023,Toronto East,415,"$403,170,185 ","$971,494 ","$935,000 ",911,51.90%,"1,159",1.8,101%,21,33
ALL HOME TYPES,11,2023,Toronto W01,32,"$40,856,800 ","$1,276,775 ","$1,055,000 ",79,44.10%,116,2.6,100%,23,32
ALL HOME TYPES,11,2023,Toronto W02,48,"$51,370,051 ","$1,070,209 ","$1,000,000 ",120,48.70%,124,2,102%,19,31
ALL HOME TYPES,11,2023,Toronto W03,31,"$30,060,499 ","$969,694 ","$916,000 ",63,45.10%,107,2.4,99%,20,30
ALL HOME TYPES,11,2023,Toronto W04,35,"$29,282,700 ","$836,649 ","$710,000 ",120,44.90%,189,2.8,98%,26,42
ALL HOME TYPES,11,2023,Toronto W05,50,"$39,862,088 ","$797,242 ","$857,500 ",133,50.10%,213,2.7,98%,27,38
ALL HOME TYPES,11,2023,Toronto W06,59,"$52,549,562 ","$890,671 ","$796,000 ",205,43.40%,347,2.8,97%,23,35
ALL HOME TYPES,11,2023,Toronto W07,7,"$7,960,369 ","$1,137,196 ","$1,065,000 ",36,45.40%,67,2.5,96%,23,50
ALL HOME TYPES,11,2023,Toronto W08,95,"$95,794,927 ","$1,008,368 ","$759,500 ",211,47.60%,359,2.5,98%,24,35
ALL HOME TYPES,11,2023,Toronto W09,32,"$29,762,900 ","$930,091 ","$767,500 ",42,53.60%,80,2.3,98%,39,55
ALL HOME TYPES,11,2023,Toronto W10,24,"$18,145,000 ","$756,042 ","$790,000 ",59,54.30%,93,2.2,97%,26,37
ALL HOME TYPES,11,2023,Toronto West,413,"$395,644,896 ","$957,978 ","$860,000 ","1,068",47.10%,"1,695",2.5,99%,25,37
ALL HOME TYPES,11,2023,Uxbridge,14,"$16,894,000 ","$1,206,714 ","$1,147,500 ",34,50.10%,58,2.4,93%,27,46
ALL HOME TYPES,11,2023,Vaughan,205,"$260,409,056 ","$1,270,288 ","$1,160,000 ",540,45.00%,865,2.6,97%,26,42
ALL HOME TYPES,11,2023,Whitby,108,"$102,534,379 ","$949,392 ","$905,000 ",215,52.60%,241,1.5,100%,17,32
ALL HOME TYPES,11,2023,York Region,794,"$1,021,573,739 ","$1,286,617 ","$1,196,000 ","1,848",46.90%,"2,960",2.4,98%,25,40
ALL HOME TYPES,12,2023,Adjala-Tosorontio,5,"$4,860,000 ","$972,000 ","$1,100,000 ",7,39.10%,35,5.1,96%,49,53
ALL HOME TYPES,12,2023,Ajax,69,"$62,984,501 ","$912,819 ","$881,000 ",65,53.10%,116,1.5,98%,20,36
ALL HOME TYPES,12,2023,All TRREB Areas,"3,444","$3,735,680,209 ","$1,084,692 ","$908,750 ","3,886",46.40%,"10,370",2.5,97%,32,49
ALL HOME TYPES,12,2023,Aurora,47,"$60,698,268 ","$1,291,453 ","$1,143,880 ",31,55.00%,88,1.9,97%,28,41
ALL HOME TYPES,12,2023,Bradford,32,"$33,606,180 ","$1,050,193 ","$1,050,000 ",21,39.40%,66,3,95%,35,53
ALL HOME TYPES,12,2023,Brampton,295,"$291,190,221 ","$987,085 ","$920,000 ",352,44.60%,765,2.3,97%,30,48
ALL HOME TYPES,12,2023,Brock,5,"$3,705,000 ","$741,000 ","$710,000 ",7,44.20%,34,3.3,96%,42,60
ALL HOME TYPES,12,2023,Burlington,108,"$109,812,015 ","$1,016,778 ","$936,750 ",89,57.10%,274,2,96%,37,54
ALL HOME TYPES,12,2023,Caledon,39,"$69,097,600 ","$1,771,733 ","$1,150,000 ",72,36.50%,198,4,95%,36,58
ALL HOME TYPES,12,2023,City of Toronto,"1,266","$1,345,648,654 ","$1,062,914 ","$847,675 ","1,517",45.00%,"4,410",2.7,97%,33,51
