Type,Month,Year,Area,Sales,Dollar Volume,Average Price,Median Price,New Listings,SNLR Trend,Active Listings,Mos Inv (Trend),Avg. SP/LP,Avg. LDOM,Avg. PDOM
All Home Types,4,2018,Toronto W10,53,"$24,312,700 ","$458,730 ","$399,600 ",125,49.40%,143,2.6,98%,20,0
All Home Types,4,2018,Toronto Central,1479,"$1,403,694,891 ","$949,084 ","$655,000 ",2611,56.90%,2387,1.9,101%,15,0
All Home Types,4,2018,Toronto C01,467,"$335,388,206 ","$718,176 ","$605,000 ",724,64.90%,547,1.4,102%,15,0
All Home Types,4,2018,Toronto C02,79,"$115,103,068 ","$1,457,001 ","$1,150,000 ",159,56.60%,143,2.2,101%,17,0
All Home Types,4,2018,Toronto C03,55,"$75,327,918 ","$1,369,599 ","$930,000 ",91,55.10%,81,1.9,102%,14,0
All Home Types,4,2018,Toronto C04,79,"$140,289,851 ","$1,775,821 ","$1,615,000 ",171,47.10%,150,2.2,102%,12,0
All Home Types,4,2018,Toronto C06,29,"$20,946,400 ","$722,290 ","$548,000 ",52,50.40%,63,2.4,99%,17,0
All Home Types,4,2018,Toronto C07,93,"$81,991,517 ","$881,629 ","$726,000 ",225,42.20%,268,3.1,98%,18,0
All Home Types,4,2018,Toronto C08,186,"$130,932,102 ","$703,936 ","$611,250 ",292,67.80%,205,1.3,103%,12,0
All Home Types,4,2018,Toronto C09,30,"$54,254,620 ","$1,808,487 ","$1,277,910 ",52,62.50%,45,1.8,102%,22,0
All Home Types,4,2018,Toronto C10,76,"$77,688,376 ","$1,022,215 ","$775,000 ",112,62.70%,76,1.3,101%,15,0
All Home Types,4,2018,Toronto C11,55,"$54,100,250 ","$983,641 ","$545,000 ",72,63.90%,44,1.4,101%,13,0
All Home Types,4,2018,Toronto C12,29,"$77,857,832 ","$2,684,753 ","$2,730,000 ",78,38.00%,104,4.3,96%,23,0
All Home Types,4,2018,Toronto C13,54,"$48,526,099 ","$898,631 ","$637,450 ",97,52.40%,111,2,101%,17,0
All Home Types,4,2018,Toronto C14,115,"$93,509,589 ","$813,127 ","$588,000 ",236,50.00%,268,2.3,99%,15,0
All Home Types,4,2018,Toronto C15,132,"$97,779,063 ","$740,750 ","$529,000 ",250,50.30%,282,2.4,98%,17,0
All Home Types,4,2018,Toronto East,701,"$526,219,046 ","$750,669 ","$724,000 ",1249,52.10%,1080,1.9,103%,16,0
All Home Types,4,2018,Toronto E01,66,"$66,877,523 ","$1,013,296 ","$999,900 ",83,64.50%,41,1,113%,9,0
All Home Types,4,2018,Toronto E02,63,"$64,567,070 ","$1,024,874 ","$988,000 ",90,60.80%,48,1.2,106%,9,0
All Home Types,4,2018,Toronto E03,68,"$63,575,388 ","$934,932 ","$898,500 ",152,53.00%,105,1.5,109%,10,0
All Home Types,4,2018,Toronto E04,94,"$59,081,588 ","$628,528 ","$683,944 ",148,52.70%,129,1.9,100%,17,0
All Home Types,4,2018,Toronto E05,68,"$43,086,488 ","$633,625 ","$531,500 ",124,44.60%,156,2.6,98%,22,0
All Home Types,4,2018,Toronto E06,41,"$35,033,200 ","$854,468 ","$808,100 ",78,46.00%,58,2.1,100%,16,0
All Home Types,4,2018,Toronto E07,56,"$32,461,166 ","$579,664 ","$466,000 ",113,49.60%,123,2.4,99%,17,0
All Home Types,4,2018,Toronto E08,49,"$43,482,290 ","$887,394 ","$784,990 ",99,53.60%,84,2,99%,20,0
All Home Types,4,2018,Toronto E09,75,"$41,269,232 ","$550,256 ","$473,000 ",129,52.80%,117,1.9,100%,17,0
All Home Types,4,2018,Toronto E10,54,"$40,518,200 ","$750,337 ","$744,000 ",119,43.10%,124,2.7,100%,18,0
All Home Types,4,2018,Toronto E11,67,"$36,266,901 ","$541,297 ","$540,000 ",114,52.00%,95,2,100%,19,0
All Home Types,5,2018,All TRREB Areas,8402,"$6,799,781,191 ","$809,305 ","$685,000 ",19237,47.00%,20919,2.6,99%,20,0
All Home Types,5,2018,Halton Region,863,"$737,441,375 ","$854,509 ","$770,000 ",1924,48.00%,2334,2.7,97%,24,0
All Home Types,5,2018,Burlington,265,"$213,561,517 ","$805,893 ","$740,000 ",518,53.60%,599,2.5,98%,25,0
All Home Types,5,2018,Halton Hills,82,"$62,981,300 ","$768,065 ","$699,450 ",186,57.20%,199,1.9,97%,25,0
All Home Types,5,2018,Milton,203,"$147,459,267 ","$726,400 ","$692,000 ",403,50.90%,428,2.1,98%,20,0
All Home Types,5,2018,Oakville,313,"$313,439,291 ","$1,001,403 ","$855,000 ",817,41.20%,1108,3.6,97%,25,0
All Home Types,5,2018,Peel Region,1807,"$1,329,391,240 ","$735,690 ","$679,900 ",3649,47.80%,3542,2.4,98%,19,0
All Home Types,5,2018,Brampton,824,"$586,997,471 ","$712,376 ","$668,000 ",1610,45.90%,1525,2.4,98%,19,0
All Home Types,5,2018,Caledon,102,"$95,059,574 ","$931,957 ","$849,500 ",219,43.50%,281,3.7,97%,24,0
All Home Types,5,2018,Mississauga,881,"$647,334,195 ","$734,772 ","$669,000 ",1820,50.30%,1736,2.2,98%,19,0
All Home Types,5,2018,City of Toronto,3284,"$2,855,619,168 ","$869,555 ","$690,000 ",6392,56.60%,5797,1.9,101%,16,0
All Home Types,5,2018,Toronto West,892,"$705,286,508 ","$790,680 ","$670,000 ",1647,57.70%,1525,2,101%,18,0
All Home Types,5,2018,Toronto Central,1595,"$1,545,983,454 ","$969,269 ","$678,000 ",3217,57.30%,2965,1.9,101%,16,0
All Home Types,5,2018,Toronto East,797,"$604,349,206 ","$758,280 ","$720,000 ",1528,54.00%,1307,1.9,104%,16,0
All Home Types,5,2018,York Region,1233,"$1,151,465,385 ","$933,873 ","$850,000 ",4137,32.60%,5704,4.6,97%,26,0
All Home Types,5,2018,Aurora,98,"$90,964,570 ","$928,210 ","$827,450 ",288,29.80%,398,4.9,98%,27,0
All Home Types,5,2018,East Gwillimbury,55,"$46,492,000 ","$845,309 ","$800,000 ",188,24.40%,295,7.5,96%,31,0
All Home Types,5,2018,Georgina,69,"$36,766,317 ","$532,845 ","$512,000 ",232,31.20%,335,5.2,97%,31,0
All Home Types,5,2018,King,37,"$53,823,498 ","$1,454,689 ","$1,350,000 ",145,24.50%,266,8.4,96%,35,0
All Home Types,5,2018,Markham,316,"$295,544,566 ","$935,268 ","$880,000 ",971,36.40%,1204,3.8,98%,22,0
All Home Types,5,2018,Newmarket,105,"$76,994,223 ","$733,278 ","$705,000 ",405,31.40%,538,4.5,97%,28,0
All Home Types,5,2018,Richmond Hill,188,"$183,863,844 ","$977,999 ","$907,000 ",761,29.80%,1107,5.1,97%,24,0
All Home Types,5,2018,Vaughan,307,"$311,404,063 ","$1,014,345 ","$905,000 ",949,35.20%,1255,4.1,97%,24,0
All Home Types,5,2018,Whitchurch-Stouffville,58,"$55,612,304 ","$958,833 ","$882,000 ",198,32.20%,306,4.9,96%,32,0
All Home Types,5,2018,Durham Region,919,"$548,267,086 ","$596,591 ","$563,000 ",2276,46.80%,2283,2.3,99%,19,0
All Home Types,5,2018,Ajax,148,"$94,160,600 ","$636,220 ","$613,500 ",306,47.70%,281,2.1,100%,17,0
All Home Types,5,2018,Brock,15,"$7,419,200 ","$494,613 ","$420,000 ",59,42.20%,89,4.3,97%,27,0
All Home Types,5,2018,Clarington,170,"$88,047,145 ","$517,924 ","$497,000 ",387,49.70%,362,2.1,99%,16,0
All Home Types,5,2018,Oshawa,245,"$122,789,609 ","$501,182 ","$480,000 ",662,45.20%,638,2.3,99%,17,0
All Home Types,5,2018,Pickering,120,"$87,887,564 ","$732,396 ","$689,450 ",272,45.50%,284,2.5,99%,19,0
All Home Types,5,2018,Scugog,23,"$16,804,200 ","$730,617 ","$610,000 ",78,46.60%,116,3.5,96%,31,0
All Home Types,5,2018,Uxbridge,30,"$22,535,800 ","$751,193 ","$670,000 ",73,45.50%,115,3.9,97%,37,0
All Home Types,5,2018,Whitby,168,"$108,622,968 ","$646,565 ","$609,500 ",439,47.30%,398,2.1,98%,20,0
All Home Types,5,2018,Dufferin County,53,"$29,484,200 ","$556,306 ","$550,000 ",85,65.20%,89,1.8,98%,23,0
All Home Types,5,2018,Orangeville,53,"$29,484,200 ","$556,306 ","$550,000 ",85,65.20%,89,1.8,98%,23,0
All Home Types,5,2018,Simcoe County,243,"$148,112,737 ","$609,517 ","$586,000 ",774,34.60%,1170,4.9,97%,33,0
All Home Types,5,2018,Adjala-Tosorontio,7,"$5,202,000 ","$743,143 ","$670,000 ",35,44.90%,56,4.9,98%,22,0
All Home Types,5,2018,Bradford,56,"$39,369,000 ","$703,018 ","$711,500 ",188,31.00%,275,5,97%,28,0
All Home Types,5,2018,Innisfil,59,"$33,356,300 ","$565,361 ","$530,000 ",291,25.90%,436,6.9,97%,34,0
All Home Types,5,2018,New Tecumseth,82,"$49,545,537 ","$604,214 ","$582,500 ",171,44.50%,269,3.9,98%,37,0
All Home Types,5,2018,All TRREB Areas,8402,"$6,799,781,191 ","$809,305 ","$685,000 ",19237,47.00%,20919,2.6,99%,20,0
All Home Types,5,2018,City of Toronto,3284,"$2,855,619,168 ","$869,555 ","$690,000 ",6392,56.60%,5797,1.9,101%,16,0
All Home Types,5,2018,Toronto West,892,"$705,286,508 ","$790,680 ","$670,000 ",1647,57.70%,1525,2,101%,18,0
All Home Types,5,2018,Toronto W01,60,"$62,967,599 ","$1,049,460 ","$1,045,075 ",99,72.30%,62,1.2,107%,10,0
All Home Types,5,2018,Toronto W02,90,"$97,021,199 ","$1,078,013 ","$988,500 ",139,66.10%,85,1.2,106%,12,0
All Home Types,5,2018,Toronto W03,66,"$46,827,658 ","$709,510 ","$721,500 ",108,54.60%,87,1.9,102%,17,0
All Home Types,5,2018,Toronto W04,84,"$56,909,756 ","$677,497 ","$610,000 ",165,54.60%,171,2.4,99%,24,0
All Home Types,5,2018,Toronto W05,108,"$57,979,090 ","$536,843 ","$532,500 ",201,53.20%,239,2.6,99%,21,0
All Home Types,5,2018,Toronto W06,151,"$107,353,120 ","$710,948 ","$595,200 ",289,58.80%,292,1.9,101%,19,0
All Home Types,5,2018,Toronto W07,36,"$47,840,844 ","$1,328,912 ","$1,185,000 ",61,61.20%,47,1.6,101%,14,0
All Home Types,5,2018,Toronto W08,167,"$152,460,233 ","$912,936 ","$610,000 ",300,60.00%,263,1.7,100%,16,0
All Home Types,5,2018,Toronto W09,51,"$36,086,900 ","$707,586 ","$645,000 ",118,50.30%,119,2.5,98%,21,0
All Home Types,5,2018,Toronto W10,79,"$39,840,109 ","$504,305 ","$430,000 ",167,50.70%,160,2.6,98%,23,0
All Home Types,5,2018,Toronto Central,1595,"$1,545,983,454 ","$969,269 ","$678,000 ",3217,57.30%,2965,1.9,101%,16,0
All Home Types,5,2018,Toronto C01,539,"$408,956,067 ","$758,731 ","$635,000 ",919,66.10%,698,1.4,102%,15,0
All Home Types,5,2018,Toronto C02,86,"$118,965,850 ","$1,383,324 ","$1,110,000 ",155,56.70%,153,2.2,102%,18,0
All Home Types,5,2018,Toronto C03,51,"$69,075,314 ","$1,354,418 ","$950,018 ",102,54.10%,95,2,102%,16,0
All Home Types,5,2018,Toronto C04,88,"$165,933,700 ","$1,885,610 ","$1,805,000 ",209,47.50%,202,2.3,100%,17,0
All Home Types,5,2018,Toronto C06,37,"$34,922,500 ","$943,851 ","$1,050,000 ",67,52.60%,68,2.4,97%,18,0
All Home Types,5,2018,Toronto C07,104,"$100,413,896 ","$965,518 ","$687,517 ",281,42.40%,321,3.2,98%,19,0
All Home Types,5,2018,Toronto C08,195,"$145,083,783 ","$744,019 ","$622,000 ",378,66.80%,289,1.4,102%,12,0
All Home Types,5,2018,Toronto C09,38,"$79,698,999 ","$2,097,342 ","$1,472,500 ",52,63.10%,52,1.9,104%,18,0
All Home Types,5,2018,Toronto C10,75,"$72,335,508 ","$964,473 ","$674,000 ",121,65.10%,94,1.3,102%,11,0
All Home Types,5,2018,Toronto C11,34,"$35,309,650 ","$1,038,519 ","$435,150 ",72,63.20%,54,1.5,101%,15,0
All Home Types,5,2018,Toronto C12,20,"$48,833,100 ","$2,441,655 ","$1,924,400 ",92,34.70%,128,4.9,95%,21,0
All Home Types,5,2018,Toronto C13,66,"$64,918,593 ","$983,615 ","$760,500 ",132,53.00%,122,2.1,98%,17,0
All Home Types,5,2018,Toronto C14,136,"$106,524,076 ","$783,265 ","$567,900 ",337,50.60%,348,2.3,99%,15,0
All Home Types,5,2018,Toronto C15,126,"$95,012,418 ","$754,067 ","$581,000 ",300,50.90%,341,2.5,97%,22,0
All Home Types,5,2018,Toronto East,797,"$604,349,206 ","$758,280 ","$720,000 ",1528,54.00%,1307,1.9,104%,16,0
All Home Types,5,2018,Toronto E01,72,"$72,419,223 ","$1,005,823 ","$921,000 ",126,66.80%,65,1,114%,7,0
All Home Types,5,2018,Toronto E02,75,"$83,905,301 ","$1,118,737 ","$985,000 ",131,63.80%,75,1.2,105%,9,0
All Home Types,5,2018,Toronto E03,112,"$108,140,936 ","$965,544 ","$875,600 ",163,56.70%,109,1.4,111%,10,0
All Home Types,5,2018,Toronto E04,88,"$51,553,803 ","$585,839 ","$638,500 ",170,55.10%,151,1.9,101%,17,0
All Home Types,5,2018,Toronto E05,74,"$44,015,700 ","$594,807 ","$517,500 ",155,45.40%,171,2.7,99%,24,0
All Home Types,5,2018,Toronto E06,25,"$20,870,875 ","$834,835 ","$810,000 ",71,45.80%,71,2.2,103%,11,0
All Home Types,5,2018,Toronto E07,75,"$43,710,380 ","$582,805 ","$460,000 ",153,52.00%,151,2.4,100%,23,0
All Home Types,5,2018,Toronto E08,48,"$37,680,900 ","$785,019 ","$742,500 ",118,51.80%,116,2.2,100%,15,0
All Home Types,5,2018,Toronto E09,97,"$56,069,500 ","$578,036 ","$550,000 ",177,55.60%,151,1.8,99%,21,0
All Home Types,5,2018,Toronto E10,65,"$47,960,400 ","$737,852 ","$732,000 ",141,45.00%,136,2.7,99%,18,0
All Home Types,5,2018,Toronto E11,66,"$38,022,188 ","$576,094 ","$606,500 ",123,54.30%,111,2,100%,17,0
All Home Types,6,2018,All TRREB Areas,8082,"$6,529,213,081 ","$807,871 ","$682,000 ",15922,47.90%,20844,2.6,99%,21,0
All Home Types,6,2018,Halton Region,837,"$715,957,686 ","$855,386 ","$720,000 ",1534,49.30%,2267,2.8,97%,25,0
All Home Types,6,2018,Burlington,236,"$182,677,875 ","$774,059 ","$671,000 ",371,55.20%,588,2.5,97%,26,0
All Home Types,6,2018,Halton Hills,97,"$68,630,640 ","$707,532 ","$645,000 ",157,58.00%,198,2,98%,22,0
All Home Types,6,2018,Milton,206,"$144,528,631 ","$701,595 ","$660,000 ",360,52.90%,421,2.2,98%,22,0
All Home Types,6,2018,Oakville,298,"$320,120,540 ","$1,074,230 ","$887,000 ",646,42.00%,1060,3.6,97%,28,0
All Home Types,6,2018,Peel Region,1693,"$1,219,323,355 ","$720,215 ","$670,000 ",3256,49.20%,3638,2.4,98%,20,0
All Home Types,6,2018,Brampton,771,"$536,542,314 ","$695,904 ","$663,000 ",1504,47.30%,1579,2.4,98%,20,0
All Home Types,6,2018,Caledon,89,"$77,847,394 ","$874,690 ","$825,000 ",200,44.30%,302,3.7,97%,24,0
All Home Types,6,2018,Mississauga,833,"$604,933,647 ","$726,211 ","$660,000 ",1552,51.70%,1757,2.2,98%,20,0
All Home Types,6,2018,City of Toronto,3096,"$2,695,251,277 ","$870,559 ","$686,500 ",5243,57.50%,5748,1.9,101%,17,0
All Home Types,6,2018,Toronto West,819,"$646,796,506 ","$789,739 ","$675,000 ",1367,58.60%,1512,2,100%,18,0
All Home Types,6,2018,Toronto Central,1498,"$1,447,199,530 ","$966,088 ","$675,000 ",2552,57.80%,2913,1.9,100%,16,0
All Home Types,6,2018,Toronto East,779,"$601,255,241 ","$771,830 ","$716,000 ",1324,55.70%,1323,1.9,102%,17,0
All Home Types,6,2018,York Region,1260,"$1,169,375,498 ","$928,076 ","$827,750 ",3253,33.30%,5568,4.6,97%,28,0
All Home Types,6,2018,Aurora,94,"$84,599,141 ","$899,991 ","$748,000 ",229,30.90%,395,4.9,97%,32,0
All Home Types,6,2018,East Gwillimbury,55,"$43,941,000 ","$798,927 ","$725,000 ",148,25.40%,286,7.3,97%,36,0
All Home Types,6,2018,Georgina,71,"$42,312,200 ","$595,946 ","$540,000 ",191,32.70%,336,5.1,94%,35,0
All Home Types,6,2018,King,34,"$47,707,500 ","$1,403,162 ","$1,050,000 ",119,24.90%,263,8.6,95%,32,0
All Home Types,6,2018,Markham,330,"$321,626,720 ","$974,626 ","$867,940 ",753,37.50%,1201,3.8,97%,27,0
All Home Types,6,2018,Newmarket,132,"$102,578,868 ","$777,113 ","$713,500 ",270,32.60%,474,4.6,97%,30,0
All Home Types,6,2018,Richmond Hill,193,"$199,514,503 ","$1,033,754 ","$922,000 ",621,30.00%,1099,5.2,97%,27,0
All Home Types,6,2018,Vaughan,289,"$271,910,414 ","$940,866 ","$885,000 ",747,35.60%,1206,4.2,97%,25,0
All Home Types,6,2018,Whitchurch-Stouffville,62,"$55,185,152 ","$890,083 ","$748,000 ",175,33.40%,308,4.8,97%,32,0
All Home Types,6,2018,Durham Region,918,"$560,648,156 ","$610,728 ","$575,000 ",1895,48.00%,2303,2.4,98%,21,0
All Home Types,6,2018,Ajax,156,"$99,421,788 ","$637,319 ","$600,000 ",249,50.90%,253,2,99%,20,0
All Home Types,6,2018,Brock,11,"$6,407,000 ","$582,455 ","$430,000 ",36,41.60%,91,4.6,96%,30,0
All Home Types,6,2018,Clarington,164,"$87,396,984 ","$532,908 ","$509,500 ",332,51.50%,360,2.1,98%,21,0
All Home Types,6,2018,Oshawa,236,"$121,601,600 ","$515,261 ","$496,250 ",578,46.00%,670,2.4,99%,21,0
All Home Types,6,2018,Pickering,123,"$88,356,290 ","$718,344 ","$670,000 ",209,46.80%,272,2.5,99%,20,0
All Home Types,6,2018,Scugog,30,"$19,811,003 ","$660,367 ","$643,000 ",74,44.50%,130,3.8,96%,28,0
All Home Types,6,2018,Uxbridge,29,"$22,833,800 ","$787,372 ","$765,000 ",68,44.20%,134,4.2,97%,39,0
All Home Types,6,2018,Whitby,169,"$114,819,691 ","$679,406 ","$652,000 ",349,48.30%,393,2.1,98%,19,0
All Home Types,6,2018,Dufferin County,46,"$25,793,800 ","$560,735 ","$578,450 ",91,65.10%,104,1.8,99%,30,0
All Home Types,6,2018,Orangeville,46,"$25,793,800 ","$560,735 ","$578,450 ",91,65.10%,104,1.8,99%,30,0
All Home Types,6,2018,Simcoe County,232,"$142,863,309 ","$615,790 ","$574,500 ",650,34.90%,1216,5.1,97%,33,0
All Home Types,6,2018,Adjala-Tosorontio,16,"$11,379,385 ","$711,212 ","$676,688 ",36,45.10%,58,4.9,97%,38,0
All Home Types,6,2018,Bradford,55,"$36,610,199 ","$665,640 ","$638,000 ",143,32.40%,268,4.9,98%,23,0
All Home Types,6,2018,Innisfil,72,"$43,486,405 ","$603,978 ","$529,000 ",247,26.40%,472,7,97%,33,0
All Home Types,6,2018,New Tecumseth,61,"$36,731,620 ","$602,158 ","$572,000 ",142,44.00%,275,4,97%,35,0
All Home Types,6,2018,All TRREB Areas,8082,"$6,529,213,081 ","$807,871 ","$682,000 ",15922,47.90%,20844,2.6,99%,21,0
All Home Types,6,2018,City of Toronto,3096,"$2,695,251,277 ","$870,559 ","$686,500 ",5243,57.50%,5748,1.9,101%,17,0
All Home Types,6,2018,Toronto West,819,"$646,796,506 ","$789,739 ","$675,000 ",1367,58.60%,1512,2,100%,18,0
All Home Types,6,2018,Toronto W01,62,"$62,984,791 ","$1,015,884 ","$967,000 ",91,70.30%,64,1.2,105%,13,0
All Home Types,6,2018,Toronto W02,85,"$85,601,203 ","$1,007,073 ","$950,000 ",107,68.00%,67,1.2,105%,12,0
All Home Types,6,2018,Toronto W03,50,"$35,613,117 ","$712,262 ","$685,000 ",90,55.90%,97,1.9,102%,14,0
All Home Types,6,2018,Toronto W04,65,"$40,944,500 ","$629,915 ","$555,000 ",133,54.40%,183,2.5,100%,20,0
All Home Types,6,2018,Toronto W05,110,"$60,674,330 ","$551,585 ","$567,000 ",199,54.60%,258,2.6,99%,24,0
All Home Types,6,2018,Toronto W06,141,"$104,839,081 ","$743,540 ","$647,000 ",258,59.40%,288,1.9,100%,19,0
All Home Types,6,2018,Toronto W07,25,"$30,487,900 ","$1,219,516 ","$1,060,000 ",37,61.30%,43,1.7,99%,16,0
All Home Types,6,2018,Toronto W08,152,"$149,007,285 ","$980,311 ","$669,000 ",229,61.10%,243,1.7,98%,19,0
All Home Types,6,2018,Toronto W09,55,"$38,777,800 ","$705,051 ","$688,000 ",78,50.90%,102,2.6,98%,21,0
All Home Types,6,2018,Toronto W10,74,"$37,866,499 ","$511,709 ","$434,250 ",145,52.80%,167,2.5,99%,19,0
All Home Types,6,2018,Toronto Central,1498,"$1,447,199,530 ","$966,088 ","$675,000 ",2552,57.80%,2913,1.9,100%,16,0
All Home Types,6,2018,Toronto C01,494,"$363,444,769 ","$735,718 ","$625,000 ",720,67.30%,664,1.4,102%,14,0
All Home Types,6,2018,Toronto C02,75,"$112,371,029 ","$1,498,280 ","$1,175,000 ",135,57.10%,161,2.2,101%,18,0
All Home Types,6,2018,Toronto C03,46,"$83,921,160 ","$1,824,373 ","$1,316,500 ",94,54.00%,100,2.1,98%,18,0
All Home Types,6,2018,Toronto C04,79,"$146,922,438 ","$1,859,778 ","$1,600,000 ",157,47.20%,187,2.4,101%,12,0
All Home Types,6,2018,Toronto C06,25,"$19,081,218 ","$763,249 ","$518,000 ",64,51.40%,78,2.5,98%,14,0
All Home Types,6,2018,Toronto C07,97,"$86,769,729 ","$894,533 ","$652,500 ",198,43.70%,307,3.2,97%,20,0
All Home Types,6,2018,Toronto C08,192,"$139,816,912 ","$728,213 ","$635,750 ",245,69.00%,237,1.3,101%,16,0
All Home Types,6,2018,Toronto C09,25,"$59,935,000 ","$2,397,400 ","$2,060,000 ",40,62.60%,47,1.9,102%,14,0
All Home Types,6,2018,Toronto C10,80,"$69,953,299 ","$874,416 ","$727,000 ",95,66.30%,75,1.3,102%,13,0
All Home Types,6,2018,Toronto C11,37,"$38,796,888 ","$1,048,565 ","$740,000 ",52,63.00%,47,1.5,101%,14,0
All Home Types,6,2018,Toronto C12,23,"$58,844,800 ","$2,558,470 ","$1,230,000 ",82,34.00%,151,5.1,93%,26,0
All Home Types,6,2018,Toronto C13,65,"$63,536,387 ","$977,483 ","$735,000 ",130,52.20%,133,2.2,98%,15,0
All Home Types,6,2018,Toronto C14,134,"$114,091,500 ","$851,429 ","$582,800 ",283,51.20%,377,2.4,98%,20,0
All Home Types,6,2018,Toronto C15,126,"$89,714,401 ","$712,019 ","$540,500 ",257,50.20%,349,2.6,97%,22,0
All Home Types,6,2018,Toronto East,779,"$601,255,241 ","$771,830 ","$716,000 ",1324,55.70%,1323,1.9,102%,17,0
All Home Types,6,2018,Toronto E01,68,"$70,209,964 ","$1,032,499 ","$982,500 ",88,67.90%,50,0.9,109%,11,0
All Home Types,6,2018,Toronto E02,64,"$68,711,065 ","$1,073,610 ","$931,500 ",92,65.90%,67,1.2,107%,9,0
All Home Types,6,2018,Toronto E03,99,"$98,823,019 ","$998,212 ","$947,000 ",156,58.60%,108,1.4,107%,11,0
All Home Types,6,2018,Toronto E04,97,"$59,410,188 ","$612,476 ","$647,500 ",143,57.70%,148,1.9,100%,17,0
All Home Types,6,2018,Toronto E05,77,"$49,344,450 ","$640,837 ","$559,000 ",142,47.60%,167,2.7,98%,24,0
All Home Types,6,2018,Toronto E06,30,"$32,674,600 ","$1,089,153 ","$935,050 ",67,47.20%,73,2.2,100%,22,0
All Home Types,6,2018,Toronto E07,71,"$43,257,000 ","$609,254 ","$567,000 ",139,54.20%,178,2.4,99%,23,0
All Home Types,6,2018,Toronto E08,51,"$39,549,200 ","$775,475 ","$701,000 ",102,53.40%,120,2.2,97%,18,0
All Home Types,6,2018,Toronto E09,89,"$51,935,087 ","$583,540 ","$608,000 ",184,56.00%,181,1.9,99%,21,0
All Home Types,6,2018,Toronto E10,52,"$43,383,668 ","$834,301 ","$760,000 ",112,44.60%,140,2.8,98%,19,0
All Home Types,6,2018,Toronto E11,81,"$43,957,000 ","$542,679 ","$540,000 ",99,58.00%,91,2,98%,17,0
All Home Types,7,2018,All TRREB Areas,6961,"$5,444,398,517 ","$782,129 ","$670,000 ",13868,48.70%,19725,2.6,98%,25,0
All Home Types,7,2018,Halton Region,736,"$629,291,700 ","$855,016 ","$750,000 ",1287,50.10%,2020,2.8,97%,28,0
All Home Types,7,2018,Burlington,189,"$149,633,526 ","$791,712 ","$699,900 ",313,55.60%,532,2.5,98%,30,0
All Home Types,7,2018,Halton Hills,77,"$57,582,628 ","$747,826 ","$660,000 ",121,58.70%,180,2,98%,23,0
All Home Types,7,2018,Milton,184,"$130,896,530 ","$711,394 ","$670,000 ",349,53.30%,401,2.2,98%,23,0
All Home Types,7,2018,Oakville,286,"$291,179,016 ","$1,018,108 ","$885,000 ",504,43.30%,907,3.5,97%,30,0
All Home Types,7,2018,Peel Region,1466,"$1,049,768,753 ","$716,077 ","$670,000 ",2825,50.40%,3523,2.3,98%,23,0
All Home Types,7,2018,Brampton,668,"$472,287,539 ","$707,017 ","$671,000 ",1393,48.80%,1588,2.3,98%,22,0
All Home Types,7,2018,Caledon,69,"$62,391,405 ","$904,223 ","$790,000 ",133,44.60%,281,3.7,96%,36,0
All Home Types,7,2018,Mississauga,729,"$515,089,809 ","$706,570 ","$650,000 ",1299,52.90%,1654,2.2,98%,24,0
All Home Types,7,2018,City of Toronto,2574,"$2,121,839,764 ","$824,336 ","$650,000 ",4511,58.00%,5479,1.9,99%,21,0
All Home Types,7,2018,Toronto West,692,"$500,660,737 ","$723,498 ","$645,000 ",1151,59.60%,1429,1.9,99%,24,0
All Home Types,7,2018,Toronto Central,1240,"$1,155,025,894 ","$931,472 ","$640,000 ",2215,58.10%,2778,1.9,99%,20,0
All Home Types,7,2018,Toronto East,642,"$466,153,133 ","$726,095 ","$681,000 ",1145,56.20%,1272,1.9,101%,20,0
All Home Types,7,2018,York Region,1083,"$1,000,697,335 ","$924,005 ","$825,000 ",2937,33.80%,5254,4.6,96%,31,0
All Home Types,7,2018,Aurora,77,"$65,155,518 ","$846,176 ","$800,000 ",197,31.50%,374,4.9,96%,31,0
All Home Types,7,2018,East Gwillimbury,44,"$36,445,100 ","$828,298 ","$721,000 ",147,26.20%,274,7,96%,33,0
All Home Types,7,2018,Georgina,56,"$34,705,538 ","$619,742 ","$520,000 ",184,33.90%,338,5,96%,30,0
All Home Types,7,2018,King,29,"$34,812,499 ","$1,200,431 ","$1,000,000 ",89,25.70%,247,8.5,94%,41,0
All Home Types,7,2018,Markham,291,"$265,685,142 ","$913,007 ","$830,000 ",667,38.30%,1124,3.8,97%,28,0
All Home Types,7,2018,Newmarket,116,"$89,950,604 ","$775,436 ","$718,900 ",268,33.70%,447,4.4,97%,35,0
All Home Types,7,2018,Richmond Hill,180,"$191,004,537 ","$1,061,136 ","$931,500 ",540,30.40%,1012,5.3,96%,33,0
All Home Types,7,2018,Vaughan,244,"$245,999,109 ","$1,008,193 ","$862,500 ",692,35.50%,1134,4.2,96%,30,0
All Home Types,7,2018,Whitchurch-Stouffville,46,"$36,939,288 ","$803,028 ","$750,000 ",153,33.50%,304,4.9,96%,31,0
All Home Types,7,2018,Durham Region,794,"$463,800,127 ","$584,131 ","$560,000 ",1675,48.80%,2194,2.4,98%,24,0
All Home Types,7,2018,Ajax,124,"$79,870,199 ","$644,115 ","$630,000 ",257,52.70%,260,1.9,99%,22,0
