Type,Month,Year,Area,Sales,Dollar Volume,Average Price,Median Price,New Listings,Active Listings,Avg. SP/LP,Avg. LDOM
Condo Townhouse,11,2025,Toronto E05,7,"$4,460,000 ","$637,143 ","$620,000 ",20,41,97%,38
Condo Townhouse,11,2025,Toronto E06,1,"$835,000 ","$835,000 ","$835,000 ",0,2,95%,31
Condo Townhouse,11,2025,Toronto E07,1,"$778,500 ","$778,500 ","$778,500 ",10,20,99%,66
Condo Townhouse,11,2025,Toronto E08,6,"$3,770,200 ","$628,367 ","$610,100 ",7,16,97%,32
Condo Townhouse,11,2025,Toronto E09,2,"$1,295,000 ","$647,500 ","$647,500 ",9,21,97%,49
Condo Townhouse,11,2025,Toronto E10,6,"$3,980,000 ","$663,333 ","$670,000 ",4,6,101%,14
Condo Townhouse,11,2025,Toronto E11,12,"$7,300,400 ","$608,367 ","$600,000 ",23,43,98%,40
Condo Townhouse,12,2025,Burlington,18,"$11,927,999 ","$662,667 ","$612,500 ",23,102,96%,43
Condo Townhouse,12,2025,Halton Hills,0,0,0,0,2,8,0,0
Condo Townhouse,12,2025,Milton,3,"$1,935,000 ","$645,000 ","$645,000 ",6,23,97%,24
Condo Townhouse,12,2025,Oakville,16,"$12,366,000 ","$772,875 ","$755,000 ",14,41,97%,46
Condo Townhouse,12,2025,Brampton,26,"$14,879,999 ","$572,308 ","$550,000 ",47,117,99%,34
Condo Townhouse,12,2025,Caledon,0,0,0,0,1,2,0,0
Condo Townhouse,12,2025,Mississauga,68,"$49,451,407 ","$727,227 ","$705,000 ",85,254,97%,48
Condo Townhouse,12,2025,Aurora,8,"$7,204,000 ","$900,500 ","$768,750 ",6,25,97%,37
Condo Townhouse,12,2025,East Gwillimbury,0,0,0,0,0,0,0,0
Condo Townhouse,12,2025,Georgina,0,0,0,0,1,2,0,0
Condo Townhouse,12,2025,King,0,0,0,0,0,0,0,0
Condo Townhouse,12,2025,Markham,14,"$11,625,700 ","$830,407 ","$734,000 ",25,61,104%,35
Condo Townhouse,12,2025,Newmarket,4,"$2,760,000 ","$690,000 ","$740,000 ",4,17,98%,48
Condo Townhouse,12,2025,Richmond Hill,9,"$6,381,980 ","$709,109 ","$713,990 ",9,51,101%,51
Condo Townhouse,12,2025,Vaughan,8,"$6,501,268 ","$812,659 ","$767,500 ",16,47,100%,20
Condo Townhouse,12,2025,Stouffville,1,"$552,000 ","$552,000 ","$552,000 ",0,2,86%,103
Condo Townhouse,12,2025,Ajax,2,"$1,227,000 ","$613,500 ","$613,500 ",6,20,96%,31
Condo Townhouse,12,2025,Brock,0,0,0,0,1,2,0,0
Condo Townhouse,12,2025,Clarington,2,"$1,105,000 ","$552,500 ","$552,500 ",4,14,97%,33
Condo Townhouse,12,2025,Oshawa,8,"$4,299,000 ","$537,375 ","$541,500 ",9,37,98%,24
Condo Townhouse,12,2025,Pickering,5,"$3,239,250 ","$647,850 ","$615,000 ",13,46,95%,58
Condo Townhouse,12,2025,Scugog,0,0,0,0,0,0,0,0
Condo Townhouse,12,2025,Uxbridge,0,0,0,0,0,1,0,0
Condo Townhouse,12,2025,Whitby,4,"$2,497,200 ","$624,300 ","$605,750 ",3,12,100%,40
Condo Townhouse,12,2025,Orangeville,1,"$520,000 ","$520,000 ","$520,000 ",1,7,95%,46
Condo Townhouse,12,2025,Adjala-Tosorontio,0,0,0,0,0,0,0,0
Condo Townhouse,12,2025,Bradford,4,"$2,665,000 ","$666,250 ","$670,000 ",2,5,96%,75
Condo Townhouse,12,2025,Essa,0,0,0,0,0,0,0,0
Condo Townhouse,12,2025,Innisfil,0,0,0,0,1,3,0,0
Condo Townhouse,12,2025,New Tecumseth,0,0,0,0,0,7,0,0
Condo Townhouse,12,2025,Toronto W01,1,"$705,000 ","$705,000 ","$705,000 ",4,11,97%,21
Condo Townhouse,12,2025,Toronto W02,2,"$1,460,000 ","$730,000 ","$730,000 ",4,13,94%,69
Condo Townhouse,12,2025,Toronto W03,3,"$1,915,000 ","$638,333 ","$635,000 ",0,2,98%,49
Condo Townhouse,12,2025,Toronto W04,1,"$575,000 ","$575,000 ","$575,000 ",7,15,96%,75
Condo Townhouse,12,2025,Toronto W05,8,"$5,086,000 ","$635,750 ","$700,250 ",10,46,99%,62
Condo Townhouse,12,2025,Toronto W06,4,"$2,670,000 ","$667,500 ","$667,500 ",9,33,97%,23
Condo Townhouse,12,2025,Toronto W07,0,0,0,0,0,0,0,0
Condo Townhouse,12,2025,Toronto W08,6,"$4,072,000 ","$678,667 ","$663,500 ",5,17,96%,35
Condo Townhouse,12,2025,Toronto W09,2,"$1,945,000 ","$972,500 ","$972,500 ",2,4,96%,43
Condo Townhouse,12,2025,Toronto W10,0,0,0,0,2,16,0,0
Condo Townhouse,12,2025,Toronto C01,5,"$4,426,650 ","$885,330 ","$882,500 ",10,32,98%,14
Condo Townhouse,12,2025,Toronto C02,2,"$4,649,900 ","$2,324,950 ","$2,324,950 ",1,11,94%,35
Condo Townhouse,12,2025,Toronto C03,1,"$710,000 ","$710,000 ","$710,000 ",0,0,71%,57
Condo Townhouse,12,2025,Toronto C04,0,0,0,0,2,9,0,0
Condo Townhouse,12,2025,Toronto C06,1,"$638,000 ","$638,000 ","$638,000 ",2,7,98%,41
Condo Townhouse,12,2025,Toronto C07,0,0,0,0,8,19,0,0
Condo Townhouse,12,2025,Toronto C08,2,"$1,078,500 ","$539,250 ","$539,250 ",6,17,90%,52
Condo Townhouse,12,2025,Toronto C09,0,0,0,0,0,2,0,0
Condo Townhouse,12,2025,Toronto C10,1,"$597,000 ","$597,000 ","$597,000 ",0,2,100%,30
Condo Townhouse,12,2025,Toronto C11,1,"$1,135,000 ","$1,135,000 ","$1,135,000 ",3,9,98%,10
Condo Townhouse,12,2025,Toronto C12,5,"$4,883,000 ","$976,600 ","$768,000 ",2,11,92%,64
Condo Townhouse,12,2025,Toronto C13,3,"$1,852,000 ","$617,333 ","$687,000 ",4,9,97%,59
Condo Townhouse,12,2025,Toronto C14,3,"$2,568,900 ","$856,300 ","$915,000 ",5,12,101%,20
Condo Townhouse,12,2025,Toronto C15,2,"$2,476,000 ","$1,238,000 ","$1,238,000 ",6,33,100%,30
Condo Townhouse,12,2025,Toronto E01,3,"$2,765,000 ","$921,667 ","$915,000 ",2,2,97%,48
Condo Townhouse,12,2025,Toronto E02,1,"$705,000 ","$705,000 ","$705,000 ",1,3,94%,69
Condo Townhouse,12,2025,Toronto E03,0,0,0,0,0,11,0,0
Condo Townhouse,12,2025,Toronto E04,1,"$780,000 ","$780,000 ","$780,000 ",2,12,92%,35
Condo Townhouse,12,2025,Toronto E05,3,"$2,220,500 ","$740,167 ","$692,500 ",5,26,101%,24
Condo Townhouse,12,2025,Toronto E06,0,0,0,0,3,4,0,0
Condo Townhouse,12,2025,Toronto E07,3,"$1,979,000 ","$659,667 ","$663,000 ",3,9,105%,17
Condo Townhouse,12,2025,Toronto E08,2,"$1,305,000 ","$652,500 ","$652,500 ",2,8,100%,67
Condo Townhouse,12,2025,Toronto E09,1,"$600,000 ","$600,000 ","$600,000 ",5,16,134%,28
Condo Townhouse,12,2025,Toronto E10,1,"$499,999 ","$499,999 ","$499,999 ",4,6,100%,37
Condo Townhouse,12,2025,Toronto E11,4,"$2,194,800 ","$548,700 ","$532,450 ",8,38,99%,16
Condo Townhouse,1,2026,All TRREB Areas,242,"$168,818,844 ","$697,599 ","$675,000 ",905,"1,475",97%,49
Condo Townhouse,1,2026,Burlington,24,"$17,200,500 ","$716,688 ","$677,500 ",62,104,96%,61
Condo Townhouse,1,2026,Halton Hills,3,"$1,814,000 ","$604,667 ","$539,000 ",5,6,98%,53
Condo Townhouse,1,2026,Milton,2,"$1,338,000 ","$669,000 ","$669,000 ",18,29,97%,49
Condo Townhouse,1,2026,Oakville,8,"$5,256,000 ","$657,000 ","$577,500 ",36,49,98%,32
Condo Townhouse,1,2026,Brampton,14,"$8,296,500 ","$592,607 ","$597,500 ",88,136,99%,37
Condo Townhouse,1,2026,Caledon,0,0,0,0,0,1,0,0
Condo Townhouse,1,2026,Mississauga,51,"$35,211,400 ","$690,420 ","$692,000 ",168,280,97%,52
Condo Townhouse,1,2026,Aurora,2,"$1,370,000 ","$685,000 ","$685,000 ",14,29,97%,29
Condo Townhouse,1,2026,East Gwillimbury,0,0,0,0,0,0,0,0
Condo Townhouse,1,2026,Georgina,0,0,0,0,0,2,0,0
Condo Townhouse,1,2026,King,0,0,0,0,0,0,0,0
Condo Townhouse,1,2026,Markham,12,"$8,866,638 ","$738,887 ","$749,444 ",42,71,98%,39
Condo Townhouse,1,2026,Newmarket,4,"$2,703,500 ","$675,875 ","$705,500 ",16,19,97%,36
Condo Townhouse,1,2026,Richmond Hill,7,"$4,820,000 ","$688,571 ","$690,000 ",27,49,96%,30
Condo Townhouse,1,2026,Vaughan,10,"$7,721,000 ","$772,100 ","$775,000 ",25,44,98%,43
Condo Townhouse,1,2026,Stouffville,0,0,0,0,5,6,0,0
Condo Townhouse,1,2026,Ajax,1,"$730,000 ","$730,000 ","$730,000 ",15,24,104%,34
Condo Townhouse,1,2026,Brock,1,"$360,000 ","$360,000 ","$360,000 ",2,2,97%,25
Condo Townhouse,1,2026,Clarington,4,"$2,339,500 ","$584,875 ","$569,250 ",8,13,99%,60
Condo Townhouse,1,2026,Oshawa,11,"$5,372,400 ","$488,400 ","$490,000 ",23,31,100%,50
Condo Townhouse,1,2026,Pickering,8,"$4,822,000 ","$602,750 ","$582,500 ",33,48,96%,39
Condo Townhouse,1,2026,Scugog,0,0,0,0,0,0,0,0
Condo Townhouse,1,2026,Uxbridge,1,"$770,000 ","$770,000 ","$770,000 ",1,0,99%,24
Condo Townhouse,1,2026,Whitby,4,"$2,495,000 ","$623,750 ","$650,000 ",11,13,95%,55
Condo Townhouse,1,2026,Orangeville,0,0,0,0,6,9,0,0
Condo Townhouse,1,2026,Adjala-Tosorontio,0,0,0,0,0,0,0,0
Condo Townhouse,1,2026,Bradford,1,"$655,000 ","$655,000 ","$655,000 ",3,5,94%,21
Condo Townhouse,1,2026,Essa,0,0,0,0,0,0,0,0
Condo Townhouse,1,2026,Innisfil,0,0,0,0,0,2,0,0
Condo Townhouse,1,2026,New Tecumseth,0,0,0,0,2,6,0,0
Condo Townhouse,1,2026,All TRREB Areas,242,"$168,818,844 ","$697,599 ","$675,000 ",905,"1,475",97%,49
Condo Townhouse,1,2026,Toronto W01,2,"$1,345,000 ","$672,500 ","$672,500 ",4,10,96%,63
Condo Townhouse,1,2026,Toronto W02,1,"$545,000 ","$545,000 ","$545,000 ",13,19,91%,72
Condo Townhouse,1,2026,Toronto W03,0,0,0,0,3,4,0,0
Condo Townhouse,1,2026,Toronto W04,1,"$710,018 ","$710,018 ","$710,018 ",8,18,97%,18
Condo Townhouse,1,2026,Toronto W05,4,"$2,388,000 ","$597,000 ","$555,000 ",27,55,102%,58
Condo Townhouse,1,2026,Toronto W06,8,"$6,211,800 ","$776,475 ","$779,400 ",21,31,96%,44
Condo Townhouse,1,2026,Toronto W07,0,0,0,0,0,0,0,0
Condo Townhouse,1,2026,Toronto W08,3,"$1,950,000 ","$650,000 ","$610,000 ",12,18,96%,88
Condo Townhouse,1,2026,Toronto W09,1,"$718,000 ","$718,000 ","$718,000 ",1,4,100%,22
Condo Townhouse,1,2026,Toronto W10,0,0,0,0,4,15,0,0
Condo Townhouse,1,2026,Toronto C01,9,"$7,559,500 ","$839,944 ","$937,500 ",27,35,97%,62
Condo Townhouse,1,2026,Toronto C02,2,"$2,735,000 ","$1,367,500 ","$1,367,500 ",7,15,97%,6
Condo Townhouse,1,2026,Toronto C03,0,0,0,0,1,1,0,0
Condo Townhouse,1,2026,Toronto C04,0,0,0,0,4,6,0,0
Condo Townhouse,1,2026,Toronto C06,2,"$1,055,000 ","$527,500 ","$527,500 ",3,6,96%,44
Condo Townhouse,1,2026,Toronto C07,4,"$2,772,000 ","$693,000 ","$691,000 ",14,21,94%,43
Condo Townhouse,1,2026,Toronto C08,3,"$3,678,000 ","$1,226,000 ","$1,055,000 ",7,15,98%,71
Condo Townhouse,1,2026,Toronto C09,0,0,0,0,4,4,0,0
Condo Townhouse,1,2026,Toronto C10,1,"$750,000 ","$750,000 ","$750,000 ",1,1,94%,75
Condo Townhouse,1,2026,Toronto C11,1,"$887,000 ","$887,000 ","$887,000 ",5,9,99%,12
Condo Townhouse,1,2026,Toronto C12,2,"$1,953,000 ","$976,500 ","$976,500 ",6,11,97%,92
Condo Townhouse,1,2026,Toronto C13,1,"$650,000 ","$650,000 ","$650,000 ",5,8,93%,105
Condo Townhouse,1,2026,Toronto C14,1,"$760,000 ","$760,000 ","$760,000 ",13,22,89%,24
Condo Townhouse,1,2026,Toronto C15,8,"$7,138,000 ","$892,250 ","$765,000 ",16,28,96%,65
Condo Townhouse,1,2026,Toronto E01,0,0,0,0,6,7,0,0
Condo Townhouse,1,2026,Toronto E02,1,"$875,000 ","$875,000 ","$875,000 ",2,2,99%,54
Condo Townhouse,1,2026,Toronto E03,1,"$650,000 ","$650,000 ","$650,000 ",8,9,93%,48
Condo Townhouse,1,2026,Toronto E04,2,"$1,201,000 ","$600,500 ","$600,500 ",9,12,98%,45
Condo Townhouse,1,2026,Toronto E05,5,"$3,436,088 ","$687,218 ","$667,088 ",10,19,106%,40
Condo Townhouse,1,2026,Toronto E06,0,0,0,0,5,8,0,0
Condo Townhouse,1,2026,Toronto E07,1,"$700,000 ","$700,000 ","$700,000 ",12,17,99%,4
Condo Townhouse,1,2026,Toronto E08,0,0,0,0,5,10,0,0
Condo Townhouse,1,2026,Toronto E09,3,"$2,068,000 ","$689,333 ","$690,000 ",13,20,95%,60
Condo Townhouse,1,2026,Toronto E10,2,"$1,055,000 ","$527,500 ","$527,500 ",1,4,100%,62
Condo Townhouse,1,2026,Toronto E11,5,"$2,887,000 ","$577,400 ","$568,000 ",18,33,100%,35
Condo Townhouse,02,2026,Burlington,26,"$19,090,900 ","$734,265 ","$698,000 ",63,119,96%,52
Condo Townhouse,02,2026,Halton Hills,1,"$597,500 ","$597,500 ","$597,500 ",6,9,96%,25
Condo Townhouse,02,2026,Milton,4,"$2,460,741 ","$615,185 ","$605,371 ",20,35,99%,23
Condo Townhouse,02,2026,Oakville,11,"$8,357,000 ","$759,727 ","$655,000 ",39,61,98%,34
Condo Townhouse,02,2026,Brampton,26,"$14,852,500 ","$571,250 ","$579,250 ",62,140,96%,44
Condo Townhouse,02,2026,Caledon,0,0,0,0,0,1,0,0
Condo Townhouse,02,2026,Mississauga,65,"$46,954,000 ","$722,369 ","$682,000 ",153,282,97%,46
Condo Townhouse,02,2026,Aurora,3,"$2,024,000 ","$674,667 ","$675,000 ",12,31,99%,29
Condo Townhouse,02,2026,East Gwillimbury,0,0,0,0,0,0,0,0
Condo Townhouse,02,2026,Georgina,0,0,0,0,1,3,0,0
Condo Townhouse,02,2026,King,0,0,0,0,1,1,0,0
Condo Townhouse,02,2026,Markham,25,"$19,019,000 ","$760,760 ","$790,000 ",50,74,99%,46
Condo Townhouse,02,2026,Newmarket,4,"$3,115,500 ","$778,875 ","$646,500 ",4,19,94%,52
Condo Townhouse,02,2026,Richmond Hill,7,"$5,090,000 ","$727,143 ","$695,000 ",34,58,100%,29
Condo Townhouse,02,2026,Vaughan,10,"$7,657,500 ","$765,750 ","$718,750 ",24,39,99%,30
Condo Townhouse,02,2026,Stouffville,1,"$542,000 ","$542,000 ","$542,000 ",1,5,101%,36
Condo Townhouse,02,2026,Ajax,5,"$3,060,000 ","$612,000 ","$610,000 ",12,23,96%,52
Condo Townhouse,02,2026,Brock,0,0,0,0,2,3,0,0
Condo Townhouse,02,2026,Clarington,6,"$3,166,500 ","$527,750 ","$529,250 ",8,11,101%,33
Condo Townhouse,02,2026,Oshawa,11,"$6,230,400 ","$566,400 ","$580,000 ",27,34,100%,40
Condo Townhouse,02,2026,Pickering,10,"$6,325,000 ","$632,500 ","$620,000 ",30,49,103%,26
Condo Townhouse,02,2026,Scugog,0,0,0,0,0,0,0,0
Condo Townhouse,02,2026,Uxbridge,0,0,0,0,0,0,0,0
Condo Townhouse,02,2026,Whitby,5,"$3,206,600 ","$641,320 ","$636,500 ",10,15,104%,32
Condo Townhouse,02,2026,Orangeville,2,"$962,000 ","$481,000 ","$481,000 ",1,8,99%,30
Condo Townhouse,02,2026,Adjala-Tosorontio,0,0,0,0,0,0,0,0
Condo Townhouse,02,2026,Bradford,1,"$695,000 ","$695,000 ","$695,000 ",4,7,97%,10
Condo Townhouse,02,2026,Essa,0,0,0,0,0,0,0,0
Condo Townhouse,02,2026,Innisfil,0,0,0,0,3,4,0,0
Condo Townhouse,02,2026,New Tecumseth,0,0,0,0,4,9,0,0
Condo Townhouse,02,2026,Toronto W01,5,"$4,513,000 ","$902,600 ","$1,050,000 ",9,10,97%,60
Condo Townhouse,02,2026,Toronto W02,5,"$4,518,057 ","$903,611 ","$855,057 ",17,19,99%,23
Condo Townhouse,02,2026,Toronto W03,0,0,0,0,3,4,0,0
Condo Townhouse,02,2026,Toronto W04,5,"$3,178,000 ","$635,600 ","$640,000 ",9,17,100%,43
Condo Townhouse,02,2026,Toronto W05,7,"$4,450,000 ","$635,714 ","$665,000 ",23,59,98%,75
Condo Townhouse,02,2026,Toronto W06,6,"$5,045,000 ","$840,833 ","$827,500 ",13,32,99%,19
Condo Townhouse,02,2026,Toronto W07,0,0,0,0,0,0,0,0
Condo Townhouse,02,2026,Toronto W08,6,"$4,858,500 ","$809,750 ","$835,000 ",13,21,94%,43
Condo Townhouse,02,2026,Toronto W09,1,"$960,000 ","$960,000 ","$960,000 ",1,3,98%,89
Condo Townhouse,02,2026,Toronto W10,2,"$1,258,000 ","$629,000 ","$629,000 ",7,16,100%,45
Condo Townhouse,02,2026,Toronto C01,11,"$13,416,750 ","$1,219,705 ","$885,000 ",24,37,95%,22
Condo Townhouse,02,2026,Toronto C02,3,"$6,599,000 ","$2,199,667 ","$1,850,000 ",2,13,93%,79
Condo Townhouse,02,2026,Toronto C03,1,"$1,460,000 ","$1,460,000 ","$1,460,000 ",1,1,99%,13
Condo Townhouse,02,2026,Toronto C04,3,"$4,705,000 ","$1,568,333 ","$1,615,000 ",6,7,97%,42
Condo Townhouse,02,2026,Toronto C06,2,"$1,549,000 ","$774,500 ","$774,500 ",2,4,97%,47
Condo Townhouse,02,2026,Toronto C07,1,"$1,520,000 ","$1,520,000 ","$1,520,000 ",7,25,93%,21
Condo Townhouse,02,2026,Toronto C08,2,"$1,283,000 ","$641,500 ","$641,500 ",7,15,96%,58
Condo Townhouse,02,2026,Toronto C09,0,0,0,0,4,8,0,0
Condo Townhouse,02,2026,Toronto C10,0,0,0,0,0,1,0,0
Condo Townhouse,02,2026,Toronto C11,1,"$440,000 ","$440,000 ","$440,000 ",1,8,88%,64
Condo Townhouse,02,2026,Toronto C12,3,"$3,008,600 ","$1,002,867 ","$1,000,000 ",3,9,97%,67
Condo Townhouse,02,2026,Toronto C13,1,"$705,000 ","$705,000 ","$705,000 ",7,12,97%,20
Condo Townhouse,02,2026,Toronto C14,7,"$6,425,500 ","$917,929 ","$1,100,000 ",4,14,99%,53
Condo Townhouse,02,2026,Toronto C15,11,"$8,130,601 ","$739,146 ","$750,000 ",21,31,99%,32
Condo Townhouse,02,2026,Toronto E01,3,"$2,234,000 ","$744,667 ","$680,000 ",9,10,103%,17
Condo Townhouse,02,2026,Toronto E02,0,0,0,0,4,4,0,0
Condo Townhouse,02,2026,Toronto E03,0,0,0,0,2,11,0,0
Condo Townhouse,02,2026,Toronto E04,2,"$1,347,000 ","$673,500 ","$673,500 ",5,12,98%,33
Condo Townhouse,02,2026,Toronto E05,6,"$3,613,511 ","$602,252 ","$602,000 ",9,18,102%,22
Condo Townhouse,02,2026,Toronto E06,0,0,0,0,3,10,0,0
Condo Townhouse,02,2026,Toronto E07,2,"$1,520,000 ","$760,000 ","$760,000 ",9,17,102%,21
Condo Townhouse,02,2026,Toronto E08,2,"$1,200,000 ","$600,000 ","$600,000 ",3,6,100%,25
Condo Townhouse,02,2026,Toronto E09,1,"$660,000 ","$660,000 ","$660,000 ",7,21,97%,20
Condo Townhouse,02,2026,Toronto E10,3,"$1,888,300 ","$629,433 ","$635,000 ",7,7,98%,31
Condo Townhouse,02,2026,Toronto E11,4,"$2,364,500 ","$591,125 ","$596,000 ",18,36,97%,43
Detached,1,2022,Adjala-Tosorontio,12,"20,998,800","1,749,900","1,257,500",11,6,104%,21
Detached,2,2022,Adjala-Tosorontio,12,"20,927,000","1,743,917","1,566,000",16,9,110%,14
Detached,3,2022,Adjala-Tosorontio,11,"13,913,600","1,264,873","1,200,000",24,17,108%,7
Detached,4,2022,Adjala-Tosorontio,14,"16,056,500","1,146,893","1,125,000",27,22,103%,9
Detached,5,2022,Adjala-Tosorontio,12,"14,225,500","1,185,458","1,225,000",51,46,101%,11
Detached,6,2022,Adjala-Tosorontio,5,"5,362,000","1,072,400","965,000",35,57,97%,23
Detached,7,2022,Adjala-Tosorontio,4,"4,035,000","1,008,750","1,050,000",24,56,94%,17
Detached,8,2022,Adjala-Tosorontio,10,"12,930,900","1,293,090","1,117,500",26,54,95%,44
Detached,9,2022,Adjala-Tosorontio,11,"15,940,000","1,449,091","1,400,000",22,51,91%,41
Detached,10,2022,Adjala-Tosorontio,10,"10,146,000","1,014,600","1,027,500",32,53,96%,35
Detached,11,2022,Adjala-Tosorontio,6,"5,448,000","908,000","849,000",17,46,96%,26
Detached,12,2022,Adjala-Tosorontio,5,"5,859,000","1,171,800","1,099,000",10,33,92%,35
Detached,1,2022,Ajax,47,"68,963,687","1,467,312","1,400,000",72,31,133%,6
Detached,2,2022,Ajax,95,"138,064,276","1,453,308","1,420,000",151,64,130%,7
Detached,3,2022,Ajax,129,"177,181,030","1,373,496","1,339,000",240,104,123%,8
Detached,4,2022,Ajax,109,"138,724,530","1,272,702","1,249,900",261,128,112%,9
Detached,5,2022,Ajax,96,"120,201,696","1,252,101","1,127,500",219,140,107%,10
Detached,6,2022,Ajax,96,"105,796,672","1,102,049","1,040,000",147,107,102%,14
Detached,7,2022,Ajax,55,"58,716,890","1,067,580","1,010,000",107,100,100%,15
Detached,8,2022,Ajax,71,"74,683,957","1,051,887","1,045,000",94,65,101%,16
Detached,9,2022,Ajax,55,"54,140,211","984,367","970,000",95,73,101%,16
Detached,10,2022,Ajax,46,"50,661,286","1,101,332","1,037,650",105,85,103%,12
Detached,11,2022,Ajax,48,"51,250,514","1,067,719","1,020,750",74,68,102%,12
Detached,12,2022,Ajax,31,"32,491,277","1,048,106","980,000",33,38,100%,20
Detached,1,2022,All TRREB Areas,2239,"3,898,810,430","1,741,318","1,575,000","3,480","1,935",113%,12
Detached,2,2022,All TRREB Areas,3928,"7,059,413,863","1,797,203","1,605,000","6,641","3,460",115%,8
Detached,3,2022,All TRREB Areas,4884,"8,290,080,761","1,697,396","1,525,000","9,429","4,895",112%,8
Detached,4,2022,All TRREB Areas,3600,"5,862,033,851","1,628,343","1,445,000","8,629","6,151",106%,10
Detached,5,2022,All TRREB Areas,3366,"5,215,611,575","1,549,498","1,350,000","8,804","7,135",103%,12
Detached,6,2022,All TRREB Areas,3012,"4,382,164,070","1,454,902","1,273,500","7,626","7,335",100%,15
Detached,7,2022,All TRREB Areas,"2,203","3,001,803,595","1,362,598","1,200,888","5,496","7,015",98%,18
Detached,8,2022,All TRREB Areas,"2,595","3,580,321,275","1,379,700","1,200,000","4,826","6,091",97%,22
Detached,9,2022,All TRREB Areas,"2,334","3,195,681,147","1,369,186","1,215,000","5,184","6,231",97%,22
Detached,10,2022,All TRREB Areas,"2,300","3,156,607,772","1,372,438","1,200,000","4,817","5,929",97%,21
Detached,11,2022,All TRREB Areas,"2,056","2,858,172,377","1,390,162","1,225,000","3,954","5,303",98%,21
Detached,12,2022,All TRREB Areas,"1,352","1,871,960,914","1,384,586","1,181,000","1,753","3,718",97%,26
Detached,1,2022,Aurora,31,"57,009,441","1,839,014","1,780,000",57,38,113%,9
Detached,2,2022,Aurora,77,"151,263,374","1,964,459","1,901,388",143,78,114%,10
Detached,3,2022,Aurora,77,"152,584,483","1,981,617","1,927,777",170,98,109%,8
Detached,4,2022,Aurora,41,"77,536,776","1,891,141","1,720,000",131,133,105%,11
Detached,5,2022,Aurora,43,"77,453,275","1,801,239","1,607,000",129,122,99%,16
Detached,6,2022,Aurora,43,"74,786,976","1,739,232","1,410,000",94,107,99%,15
Detached,7,2022,Aurora,39,"63,380,364","1,625,138","1,450,000",77,102,96%,21
Detached,8,2022,Aurora,44,"65,282,900","1,483,702","1,398,500",61,76,96%,26
Detached,9,2022,Aurora,36,"55,524,000","1,542,333","1,332,500",87,99,99%,16
Detached,10,2022,Aurora,34,"55,938,607","1,645,253","1,607,500",55,82,98%,21
Detached,11,2022,Aurora,31,"46,722,800","1,507,187","1,250,000",54,72,97%,17
Detached,12,2022,Aurora,23,"32,210,500","1,400,457","1,403,000",28,49,99%,17
Detached,5,2022,Bradford,47,"61,797,000","1,314,830","1,300,000",129,112,102%,13
Detached,6,2022,Bradford,36,"41,563,300","1,154,536","1,050,000",82,86,96%,22
Detached,7,2022,Bradford,21,"24,476,000","1,165,524","1,050,000",58,80,93%,27
Detached,8,2022,Bradford,28,"32,246,300","1,151,654","1,155,000",73,81,95%,26
Detached,9,2022,Bradford,23,"26,766,499","1,163,761","990,000",60,86,97%,27
Detached,10,2022,Bradford,25,"28,697,900","1,147,916","1,081,000",59,76,95%,24
Detached,11,2022,Bradford,28,"29,178,948","1,042,105","1,032,500",42,51,98%,20
Detached,12,2022,Bradford,14,"17,345,500","1,238,964","1,070,000",20,38,95%,30
Detached,1,2022,Bradford,23,"36,889,523","1,603,892","1,525,500",35,18,111%,11
Detached,2,2022,Bradford,41,"62,923,425","1,534,718","1,450,000",97,53,112%,6
Detached,3,2022,Bradford,62,"90,397,899","1,458,031","1,345,000",152,82,111%,13
Detached,4,2022,Bradford,28,"37,354,900","1,334,104","1,375,000",134,111,102%,10
Detached,1,2022,Brampton,313,"517,103,478","1,652,088","1,540,000",445,144,114%,8
Detached,2,2022,Brampton,460,"740,091,207","1,608,894","1,575,000",762,292,115%,6
Detached,3,2022,Brampton,460,"723,808,429","1,573,497","1,486,500","1,069",510,111%,7
Detached,4,2022,Brampton,368,"542,787,923","1,474,967","1,400,000","1,080",691,104%,10
Detached,5,2022,Brampton,350,"474,326,911","1,355,220","1,281,500",871,662,101%,11
Detached,6,2022,Brampton,271,"337,460,962","1,245,243","1,190,000",823,721,99%,15
Detached,7,2022,Brampton,204,"247,449,554","1,212,988","1,160,000",621,709,97%,15
Detached,8,2022,Brampton,264,"313,647,803","1,188,060","1,145,000",487,587,96%,22
Detached,9,2022,Brampton,201,"236,926,034","1,178,736","1,135,000",440,538,96%,21
Detached,10,2022,Brampton,218,"253,746,497","1,163,975","1,102,500",485,500,97%,19
Detached,11,2022,Brampton,142,"169,990,950","1,197,119","1,150,000",393,501,97%,19
Detached,12,2022,Brampton,144,"164,475,800","1,142,193","1,100,000",220,374,97%,22
Detached,1,2022,Brock,13,"14,463,600","1,112,585","920,000",17,12,106%,11
Detached,2,2022,Brock,21,"24,781,500","1,180,071","1,045,000",33,19,116%,7
Detached,3,2022,Brock,33,"34,894,700","1,057,415","925,000",49,22,113%,8
Detached,4,2022,Brock,12,"10,268,910","855,743","862,500",48,44,106%,13
Detached,5,2022,Brock,11,"12,219,000","1,110,818","915,000",44,54,99%,18
Detached,6,2022,Brock,15,"11,414,000","760,933","800,000",42,62,96%,28
Detached,7,2022,Brock,14,"10,033,800","716,700","634,400",29,54,97%,28
Detached,8,2022,Brock,13,"9,878,000","759,846","710,000",36,55,96%,30
